Amount of time you spent on Task #1 (in minutes),Amount of time you spent on Task #2 (in minutes),Total number of messages you have in the dataset (dialogs_data_all.csv),Number of send messages,Number of received messages,,"Feedback/thoughts about this homework (optional, if you have what to say)"
60,180,315271,36399,278872,,Thank you! =]
